passive_sentence,active_sentence,passive_x_coord,passive_y_coord,active_x_coord,active_y_coord
"The Republic was voted on the 30th of January, 1875, by a majority of one vote, if majority it could be called, but the great step had been taken, and the struggle began instantly between the moderate conservative Republicans and the more advanced left.","A majority of one vote voted on the 30th of January, 1875, the Republic, if majority it could be called, but the great step had been taken, and the struggle instantly between the moderate conservative Republicans and the more advanced left began.",0.0023094917247254146,-0.03522589692245317,-0.0016261690868240096,-0.029968627181959615
He was surrounded by an admiring crowd when he walked in the foyer.,An admiring crowd surrounded him when he walked in the foyer.,0.003378548115925836,-0.07236203941831235,0.0007415264912150152,-0.03092993591422296
"They are generally made by people of the same Monde, accustomed to the same way of living, and the fortunes as nearly alike as possible.","People of the same Monde generally make them, accustomed to the same way of living, and the fortunes as nearly alike as possible.",0.0021804352309913078,0.1073887815688678,-0.00847232752837178,0.0699814739174631
"Even W., who knew him well and admired him immensely, was struck by his brilliant improvisation.","His brilliant improvisation struck even W., who knew him well and admired him immensely,.",-0.006888744690535523,-0.04014033720649457,-0.00784370206587072,-0.016604838211792067
"She was attracted by the group of children, stopped and talked to them.","The group of children attracted her, stopped and talked to them.",-0.004733500642388071,-0.04792313536303541,-0.00441298495941407,-0.04295724570933617
"Some days before the meeting of the Congress the old emperor had been wounded in the arm by a nihilist, Nobiling, who fired from a window when the Emperor was passing in an open carriage.","Some days before the meeting of the Congress a nihilist, Nobiling, who fired from a window when the Emperor was passing in an open carriage had wounded in the arm the old Emperor.",0.002075579261881083,-0.06358158170522585,-0.0023776706456056394,0.0007060519108563444
The treaty was signed on July 13 by all the Plenipotentiaries in full uniform.,All the Plenipotentiaries in full uniform signed on July 13 the treaty.,0.0006951073874004263,-0.10027256931247307,-0.004112102304400211,-0.06726004140896674
Many old school and college experiences were evoked that year by the various English who passed through Paris.,The various English who passed through Paris evoked that year many old school and college experiences.,0.00016593373265854586,-0.03355423587468083,-0.006188957536167721,-0.0020403071053938914
Mankind is weighted by every previous sin.,Every previous sin weights mankind.,-0.0031524349836701193,-0.005256319158570662,-0.009563416846729025,-0.013480120649222455
"We are daily visited by appeals which are ministering to our growth and progress, or which are tending to our spiritual downfall.","Appeals which are ministering to our growth and progress daily visit us, or which are tending to our spiritual downfall.",-0.010236662907814923,0.17637625481791946,-0.016575962351505914,0.2794922935245096
We are daily enriched by the experience of mere obedience.,The experience of mere obedience daily Enriches us.,-0.008938273035774576,0.04033047835334395,-0.01576404631088254,0.06568095590197179
The path to the church is worn by the feet of generations.,The feet of generations wear the path to the church.,0.0003847124424349223,0.01688164122836363,-0.0031597528581740427,-0.013544859933175703
"They are held by its tenets, guided by its ideals, thrilled by its hopes, and set to its works of charity and mercy.","Its tenets, guided by its ideals, thrilled by its hopes hold them, and set to its works of charity and mercy.",-0.0037064398200236334,0.14919957370505998,-0.011067962570601525,0.2212310269811122
This reconstruction cannot possibly be effected by schools of theology alone.,Schools of theology alone not possibly can effect this reconstruction.,0.004816772188797185,-0.22285558660009525,0.002300219539801411,-0.24861696174688785
"No soul is finally held by the indefinite, or the Namby-Pamby.","The indefinite finally holds no soul, or the Namby - Pamby.",-0.0029271769830704537,0.016421555536626685,-0.010772788816784024,0.10333937917516174
"One must be bolstered up by a generation of convinced and believing men, before he can draw a church after him.","A generation of convinced and believing men must bolster up one, before he can draw a church after him.",-0.005595519171601782,0.03242801572433758,-0.012207451616900938,0.18932194625333254
"Second, that he is bound hand and foot by conditions existing in the organization and personnel of his church, and hence is not free to act.","Second, that conditions existing in the organization and personnel of his church bind him hand and foot, and hence is not free to act.",0.0061387677658595345,-0.1377320363088544,0.005869314180512061,-0.16452706101125164
"Small things may be pecked at, trifles may be made mountains of by the disgruntled, but where does he get a Clear-Sighted, Whole-Hearted estimate of himself and his work?","Small things may be pecked at, the disgruntled may make trifles mountains of, but where does he get a clear - sighted, whole - hearted estimate of himself and his work?",-0.007577877003392125,0.16795661532227846,-0.009083281998057965,0.15822627218835594
"It is determined by far-reaching industrial conditions, and by economic law.","Far - reaching industrial conditions determine it, and by economic law.",0.0029124109299506966,0.09032279179345233,-0.0012039612944327455,0.10374368234125098
This beauty should not be monopolized by any one class.,Any one class not should monopolize this beauty.,-0.007066213462853585,0.08269440026775023,-0.01518034997902646,0.15719508369317614
"The blockhouse Parallelograms and squares should be replaced by something that has intrinsic beauty and the haunting completeness of memory and Association, so that the place where a man works shall no more be to him a nightmare, but the atmosphere and inspiration of his dreams!","Something that has intrinsic beauty and the haunting completeness of memory and Association should replace the blockhouse Parallelograms and squares, so that the place where a man works shall no more be to him a nightmare, but the atmosphere and inspiration of his dreams!",-0.009043793772863823,0.1489244257363372,-0.01577839225299792,0.29571834000902153
It was broken by a scream of terror from forward.,A scream of terror from forward broke it.,0.000546332347629553,-0.03502915365079241,-0.011022058478431572,0.04233750777355133
It was followed in quick succession by three others.,Three others followed in quick succession it.,-0.0018913735464883873,-0.050794476521329124,-0.009200745776621649,0.017676941818501303
Finally the monotony was broken by an incident.,Finally an incident broke the monotony.,-0.004828692081680993,-0.028209755069036876,-0.010298548446254724,-0.026078620553371734
He was possessed by the wildest excitement.,The wildest excitement possessed him.,-0.008196224234448523,0.027162886510384184,-0.015040127331392952,0.07382944775979507
One evening I was awakened by a sound of violent voices.,One evening a sound of violent voices awakened me.,-0.006875321260599806,0.0616131290675243,-0.01307034637461957,0.12373692143329082
Their clothes were picked by brush and their boots muddy.,Brush and their boots picked muddy their clothes.,-0.003334201283579033,-0.062272178217244054,-0.007923390666925125,-0.06609501486402894
These were occasionally broken by smaller Tributary Arroyos of the same sort.,Smaller Tributary Arroyos of the same sort occasionally broke these.,0.0033523338684532705,0.00864761477036204,-0.0025534840021674524,0.08255374934737975
"He was accompanied by the nigger, very much terrified, very much burdened with food and cooking utensils.","The nigger, accompanied him very much terrified, very much burdened with food and cooking utensils.",0.003129166723584087,-0.07782004224540455,-0.0011030427804885209,-0.04318239550349734
"Besides a lot of scientific apparatus and chests of chemical supplies, everything that could possibly be required, had been provided by that omniscient young man.","Besides a lot of scientific apparatus and chests of chemical supplies, that omniscient young man had provided everything that could possibly be required,.",-0.0033312217698388256,0.08063598707146774,-0.002885788229198182,0.04215873899479148
"The stores were badly damaged by the wet, and there was no liquor, for which I was sincerely grateful.","The wet badly damaged the stores, and there was no liquor, for which I was sincerely grateful.",0.002491029112882913,-0.11469582864780846,-0.0018948802030121924,-0.07477646932478799
"In that, of course, I was deceived by my inexperience.","In that, of course, my inexperience deceived me.",-0.0020717908573192256,-0.11465044484650021,-0.004847968179382869,-0.08999172869323646
"There could be no doubt, however I may have saved my face, that command had been taken from me by that rascal, handy Solomon.","There could be no doubt, however I may have saved my face, that rascal, handy Solomon had taken from me that command.",0.0014500001107203035,-0.1851851811020434,0.0005351802565973212,-0.19180415175171941
"It was never refused by the resident champion, who promptly slid into the sea, and engaged battle.","The resident champion, who promptly slid into the sea never refused it, and engaged battle.",0.007139288647366437,-0.2652635710074596,-0.0014260848617232693,-0.1737524754550443
"It was broken by a sharp double report, one as of the fall of a metallic substance, the other caused by the body of Pulz, which, shaken loose from the truck by a heavy roll, smashed against the rail of the ship and splashed overboard.","A sharp double report, one as of the fall of a metallic substance broke it, the other caused by the body of Pulz, which, shaken loose from the truck by a heavy roll, smashed against the rail of the ship and splashed overboard.",-0.00023653352711157285,0.013959251472596277,-0.007166247149137101,0.06704033580711292
Entrance may have been closed by a landslide down the cliff.,A landslide down the cliff may have closed entrance.,0.00681101435280256,-0.12314549123224329,0.0009109915363108509,-0.017049737031797282
The changes that have taken place in the Glacial conditions of the Sierra from the time of greatest extension is well illustrated by the series of glaciers of every size and form extending along the mountains of the coast to Alaska.,The series of glaciers of every size and form extending along the mountains of the coast to Alaska well illustrate the changes that have taken place in the Glacial conditions of the Sierra from the time of greatest extension.,0.0012898240693484844,0.04738955662514568,-0.001213317212342307,0.05573110235808941
"The upper branches of nearly all the main Cañons and Fiords are occupied by glaciers, which gradually increase in size, and descend lower until the high region between Mount Fairweather and Mount St. Elias is reached, where a considerable number discharge into the waters of the ocean.","Glaciers, which gradually increase in size, and descend lower until the high region between Mount Fairweather and Mount St. Elias where a considerable number discharge into the waters of the ocean is reached, occupy the upper branches of nearly all the main Cañons and Fiords.",-0.002246953831372083,0.03902002191232684,-0.006633278529761057,0.08245500548074403
"That the domain of the sea is being extended over the land by the wearing away of its shores, is well known, but in these icy regions of Alaska, and even as far South as Vancouver Island, the coast rocks have been so short a time exposed to Wave-Action they are but little wasted as yet.","That the wearing away of its shores is extending over the land the domain of the sea, is well known, but in these icy regions of Alaska, and even as far South as Vancouver Island, the coast rocks have been so short a time exposed to wave - action they are but little wasted as yet.",0.0004167354261970929,0.024289769395110197,-0.0005745405288384968,0.03784663566067055
"The surface of the glacier was further characterized by dirt bands and the Outcropping edges of the blue veins, showing the laminated structure of the ice.","Dirt bands and the Outcropping edges of the blue veins further characterized the surface of the glacier, showing the laminated structure of the ice.",0.0017936596414590673,0.10851924458632622,-0.0002569095118178841,0.14755227161276538
I was awakened in the morning by the rocking of my cabin and the beating of Pine-Burs on the roof.,The rocking of my cabin and the beating of pine - Burs on the roof awakened in the morning me.,-0.006187470386078255,0.03721030478381207,-0.016434577463788555,0.2392437070519074
No perfect Banner is ever hung on the Sierra peaks by a South wind.,A South wind ever hangs on the Sierra peaks no perfect banner.,-4.6071962299438444e-05,-0.006818065960304419,-0.003548077951945112,0.03615803777336929
"A trail was made through it about the time of the Mono gold excitement, in the year 1858, by adventurous miners and Prospectors—Men who would build a trail down the throat of darkest Erebus on the way to gold.","Adventurous miners and Prospectors — men who would build a trail down the throat of darkest Erebus on the way to gold made through it about the time of the Mono gold excitement, in the year 1858, a trail.",-0.0020305973986410666,0.08186050343914643,-0.008209903919918701,0.1491292160115496
"They are always accompanied by the men, who stride on, unburdened and erect, a little in advance, kindly stooping at difficult places to pile Stepping-Stones for their patient, Pack-Animal wives, just as they would prepare the way for their ponies.","The men, who stride on, unburdened and erect, a little in advance, kindly stooping at difficult places to pile stepping - stones for their patient, pack - animal wives always accompany them, just as they would prepare the way for their ponies.",-0.008794510757799278,0.12936690739412415,-0.011270951207163326,0.13049280420465004
Without exception every pass in the Sierra was created by them without the slightest aid or Predetermining guidance from any of the cataclysmic agents.,Without exception they created every pass in the Sierra without the slightest aid or Predetermining guidance from any of the cataclysmic agents.,0.005249431268437478,-0.1016840673881169,0.0027834043606740676,-0.10925893843513654
"The main portion of the Mono pass is formed by bloody Cañon, which begins at the summit of the range, and runs in a general East-Northeasterly direction to the edge of the Mono plain.","Bloody Cañon, which begins at the summit of the range forms the main portion of the Mono pass, and runs in a general East - Northeasterly direction to the edge of the Mono plain.",0.004618615567632927,0.03808839017891866,0.001046822641628727,0.04397379994950957
The effect of this expressive Outspokenness on the part of the Cañon-Rocks is greatly enhanced by the quiet aspect of the Alpine meadows through which we pass just before entering the narrow gateway.,The quiet aspect of the Alpine meadows through which we pass just before entering the narrow Gateway greatly enhances the effect of this expressive Outspokenness on the part of the Cañon - rocks.,-0.007584186672426824,0.06504403377540434,-0.008865674329079452,0.058940653204807014
"Here it is succeeded by the Hardy Two-Leaved pine, which is speedily joined by the taller yellow and mountain pines.","Here the Hardy two - Leaved pine, which is speedily joined by the taller yellow and mountain pines succeeds it.",-0.005339773545526627,0.16282414967530778,-0.008981018564652433,0.1439220422799855
"Bloody Cañon, like every other in the Sierra, was recently occupied by a glacier, which derived its fountain snows from the adjacent Summits, and descended into Mono Lake, at a time when its waters stood at a much higher level than now.","A glacier, which derived its fountain snows from the adjacent Summits, like every other in the Sierra, recently occupied bloody Cañon, and descended into Mono Lake, at a time when its waters stood at a much higher level than now.",0.0013148024169695684,-0.0034820325341277936,-0.007609576690496249,0.18931441517236214
"A few small Lakes Unfortunately situated are extinguished suddenly by a single swoop of an avalanche, carrying down immense numbers of trees, together with the soil they were growing upon.","A single swoop of an avalanche Extinguishes suddenly a few small Lakes Unfortunately situated, carrying down immense numbers of trees, together with the soil they were growing upon.",-0.0012925467363914585,-0.014530291854138237,-0.008562589923269442,0.10351829508024481
"Others are obliterated by Land-Slips, earthquake Taluses, etc., but these Lake-Deaths compared with those resulting from the deliberate and incessant deposition of sediments, may be termed accidental.","Land - slips, earthquake Taluses, etc . obliterate others, but these Lake - deaths compared with those resulting from the deliberate and incessant deposition of sediments, may be termed accidental.",0.005232851799258498,-0.010101249795357183,0.0017070888250232878,0.01178340648868664
"Its crystal waters are clasped around on the North and South by majestic Granite walls sculptured in true Yosemitic style into domes, Gables, and Battlemented headlands, which on the South come plunging down sheer into deep water, from a height of from 1500 to 2000 feet.","Majestic Granite walls sculptured in true Yosemitic style into domes, Gables Clasp around on the North and South its crystal waters, and Battlemented headlands, which on the South come plunging down sheer into deep water, from a height of from 1500 to 2000 feet.",0.002408919303990089,0.11302186616256005,0.001565108498842765,0.05854304730476166
"Where the soil happens to be composed of the finer qualities of Glacial Detritus and the water is not in excess, the nearest approach is made by the vegetation to that of the Lake-Meadow.","Where the soil happens to be composed of the finer qualities of Glacial Detritus and the water is not in excess, the vegetation makes the nearest approach to that of the Lake - meadow.",0.0031686832065071753,0.03925271022782958,0.0015251698429957414,0.010224327063349956
"Unfortunately it is greatly prized by the lumbermen, and in accessible places is always the first tree in the woods to feel their steel.","Unfortunately the lumbermen greatly prize it, and in accessible places is always the first tree in the woods to feel their steel.",-0.00018797659381243267,0.02883765797991874,-0.006535243386945187,0.06970544125381448
"The tall lilies are brought forward in all their glory by the light of your blazing Camp-Fire, relieved against the outer darkness, and the nearest of the trees with their Whorled branches tower above you like larger lilies, and the sky seen through the garden opening seems one vast meadow of white Lily stars.","The light of your blazing camp - fire, relieved against the outer darkness brings forward in all their glory the tall lilies, and the nearest of the trees with their Whorled branches tower above you like larger lilies, and the sky seen through the garden opening seems one vast meadow of white Lily stars.",-0.0007960151097191443,0.06770746837211278,-0.0046413556178517374,0.11648448096315875
The fruitfulness of Sequoia may be illustrated by two specimen branches one and a half and two inches in diameter on which I counted 480 cones.,Two specimen may illustrate the fruitfulness of Sequoia branches one and a half and two inches in diameter on which I counted 480 cones.,-0.0033888086486818085,0.08404184567170178,-0.004912903857481237,0.09779651896439645
"Millions are ripened annually by a single tree, and in a fruitful year the product of one of the northern groves would be enough to plant all the Mountain-Ranges of the world.","A single tree Ripens annually millions, and in a fruitful year the product of one of the northern groves would be enough to plant all the mountain - ranges of the world.",-0.0013354746640023224,0.024170740564398115,-0.004146610748251026,0.048036017988441454
"The endurance of the species is shown by its wandering occasionally out over the lava Plains with the yellow pine, and climbing Moraineless Mountain-Sides with the dwarf pine, clinging to any chance support in Rifts and crevices of Storm-Beaten Rocks—Always, however, showing the effects of such hardships in every feature.","Its wandering shows the endurance of the species occasionally out over the lava Plains with the yellow pine, and climbing Moraineless mountain - sides with the dwarf pine, clinging to any chance support in Rifts and crevices of storm - beaten rocks — always, however, showing the effects of such hardships in every feature.",-0.005482021790500733,0.12446015024114528,-0.006457905848748885,0.1441909125485146
It has evidently been derived from the coast range by way of the tangle of connecting mountains at the head of the Sacramento valley.,Way of the tangle of connecting mountains at the head of the Sacramento valley evidently has derived from the coast range it.,0.004473782721323052,0.0915425526507194,0.002525843364243766,0.03446017714126899
"How much the growth of the trees is stimulated by this means it is not easy to learn, but his action in manipulating their seeds is more appreciable.","How much this means it is not easy to learn stimulate the growth of the trees, but his action in manipulating their seeds is more appreciable.",-0.002012538048843134,-0.004536853481342536,-0.004158537892607214,-0.009564350563836458
"He is seldom killed by hunters, for he is too small to encourage much of their attention, and when pursued in settled regions becomes excessively shy, and keeps close in the furrows of the highest trunks, many of which are of the same color as himself.","Hunters seldom kill him, for he is too small to encourage much of their attention, and when pursued in settled regions becomes excessively shy, and keeps close in the furrows of the highest trunks, many of which are of the same color as himself.",0.0015035736545623546,-0.04517725350733259,-0.0007468898207900309,-0.05049443278823679
"Occasionally he is pursued by hawks and Wildcats, etc.","Occasionally hawks and Wildcats, etc pursue him.",-0.006911029261912853,0.041593413866723855,-0.01203562966403009,0.04178337162150944
"The other Alpine Conifers—The needle pine, mountain pine, Two-Leaved pine, and Hemlock Spruce—Are never thinned out by this agent to any destructive extent, on account of their admirable toughness and the closeness of their growth.","This agent never Thins out the other Alpine Conifers — the needle pine, mountain pine, two - Leaved pine, and Hemlock Spruce — to any destructive extent, on account of their admirable toughness and the closeness of their growth.",0.002920243155750241,-0.05068719033104513,-0.0003690847427297076,-0.01593738562777406
The Sierra rivers are flooded every spring by the melting of the snow as regularly as the famous old Nile.,The melting of the snow floods every spring the Sierra rivers as regularly as the famous old Nile.,0.0011137752206794524,0.02911466239080713,-0.003440923226800348,0.09379231472684557
"The Destructiveness of the lower portion of this particular flood was somewhat augmented by mining gravel in the river channels, and by levees which gave way after having at first restrained and held back the accumulating waters.","Mining gravel in the river channels somewhat augmented the Destructiveness of the lower portion of this particular flood, and by levees which gave way after having at first restrained and held back the accumulating waters.",0.007244910582084276,0.0020041865940144954,0.0027233665269595702,0.058822492851759334
"When, therefore, we attempt to study them from the valleys, or from gaps and openings of the forest, we are confounded by a multitude of separate and apparently antagonistic impressions.","When, therefore, we attempt to study them from the valleys, or from gaps and openings of the forest, a multitude of separate and apparently antagonistic impressions Confounds us.",-0.008159726600396468,0.09778189243304462,-0.011112382377602922,0.14441821958880488
"No harsh lines are presented by any portion of the nest as seen in place, but when removed from its shelf, the back and bottom, and sometimes a portion of the top, is found quite sharply angular, because it is made to conform to the surface of the rock upon which and against which it is built, the little architect always taking advantage of slight crevices and Protuberances that may chance to offer, to render his structure stable by means of a kind of gripping and Dovetailing.","Any portion of the nest presents no harsh lines as seen in place, but when removed from its shelf, the back and bottom, and sometimes a portion of the top, is found quite sharply angular, because it is made to conform to the surface of the rock upon which and against which it is built, the little architect always taking advantage of slight crevices and Protuberances that may chance to offer, to render his structure stable by means of a kind of gripping and Dovetailing.",-6.182759392824814e-05,0.11551292409915578,-0.0016825176684270627,0.13178394531744542
"Nearly all the lofty Mountain-Chains of the globe are inhabited by wild sheep, most of which, on account of the remote and all but inaccessible regions where they dwell, are imperfectly known as yet.","Wild sheep, most of which inhabit nearly all the lofty mountain - chains of the globe, on account of the remote and all but inaccessible regions where they dwell, are imperfectly known as yet.",-0.0017830475467300669,0.045832608693422594,-0.004161616417731698,0.05141745082149814
"The antelope, though not a Mountaineer, is occasionally met in winter by the sheep while feeding along the edges of the Sage-Plains and bare volcanic hills to the east of the Sierra.","The sheep occasionally meet in winter the antelope, though not a Mountaineer, while feeding along the edges of the Sage - Plains and bare volcanic hills to the east of the Sierra.",-0.0012333390746047308,0.05832904772954203,-0.003165359305243678,0.03359363314121604
"Should the dip of this ancient channel be such as to make the Stanislaus Cañon available as a dump, then the grand deposit might be worked by the Hydraulic method, and although a long, expensive tunnel would be required, the scheme might still prove profitable, for there is “ millions in it . ”","Should the dip of this ancient channel be such as to make the Stanislaus Cañon available as a dump, then the Hydraulic method might work the grand deposit, and although a long, expensive tunnel would be required, the scheme might still prove profitable, for there is “ millions in it . ”",0.003040364526566157,-0.08722626392856501,0.002884048787407228,-0.08523159476895781
"These secluded flats are settled mostly by Italians and Germans, who plant a few vegetables and Grape-Vines at odd times, while their main business is mining and prospecting.","Mostly Italians and Germans, who plant a few vegetables and grape - vines at odd times settle these secluded flats, while their main business is mining and prospecting.",-0.0007296167670688082,0.06229913831845595,-0.00604058210109383,0.1047058780093779
"Their beauty is thrust upon them by exuberant nature, apart from which they are only a few logs and boards rudely jointed and without either ceiling or floor, a rough fireplace with corresponding cooking utensils, a Shelf-Bed, and stool.","Exuberant nature thrusts upon them their beauty, apart from which they are only a few logs and boards rudely jointed and without either ceiling or floor, a rough fireplace with corresponding cooking utensils, a shelf - bed, and stool.",-0.006729958885190151,0.1789039067355164,-0.012982457780569294,0.2360477744752175
"Arriving at the one House of this One-House city, we were Boisterously welcomed by three drunken men who had come to town to hold a spree.","Arriving at the one House of this one - house city, three drunken men who had come to town to hold a spree Boisterously welcomed us.",-0.002938572593328051,-0.044713697245608044,-0.005015162406093967,-0.013707700590627338
"Other Importations were made, from time to time, by way of the Isthmus, and, though great pains were taken to insure success, about one half usually died on the way.","Way of the Isthmus made, from time to time, other Importations, and, though great pains were taken to insure success, about one half usually died on the way.",0.0038920741378925343,-0.03573169472287272,0.000166053435895309,0.008161553352646116
"The base of this Arctic region is Girdled by a belt of crumbling lava measuring about 1000 feet in vertical breadth, and is mostly free from snow in summer.","A belt of crumbling lava measuring about 1000 feet in vertical breadth Girdles the base of this Arctic region, and is mostly free from snow in summer.",0.0024429805662298915,0.08967496735046575,-0.0019312653771565353,0.14891833639796614
For 100 feet or so above the fall the ascent was made possible only by tough cushions of Club-Moss that clung to the rock.,For 100 feet or so above the fall only tough cushions of club - Moss that clung to the rock made the ascent possible.,0.003031203728714591,-0.028751980136758712,-0.0012998508132678378,-0.007916413792108152
"Moreover, it is acted by the best members of the company in their very best manner.","Moreover, the best members of the company act it in their very best manner.",-0.004209901952158118,0.13527439760537688,-0.006393495337248251,0.06276095041466903
Her whole frame was Agitated by a secret struggle.,A secret struggle Agitated her whole frame.,-0.004273435150745575,-0.027854245564291055,-0.013242331122004299,0.12204096998888775
Such a man could not be viewed by Senators with any other feelings than those of horror and disgust.,Senators not could view such a man with any other feelings than those of horror and disgust.,-0.0018537928254938351,-0.016980059045521887,-0.0029870182490969828,-0.035737830041674315
"He had been visited by delegations from the great heart of the nation, who assured him that the great heart of the nation yearned for an immediate increase of the duty on various articles which competed with the articles manufactured by the members of the delegation.","Delegations from the great heart of the nation, who assured him that the great heart of the nation yearned for an immediate increase of the duty on various articles which competed with the articles manufactured by the members of the delegation had visited him.",-0.0002781730770293608,0.01191133466354546,-0.0039456231267755645,0.07230498877336232
The stock should be heated by a slow fire until the sap starts.,A slow fire should heat the stock until the sap starts.,-0.0020571273783049357,0.010587455240880117,-0.00691019291236279,0.029480674555100745
"The catastrophe was witnessed by the assembled family, who hastened to the bleeding victims of parental injustice, and endeavored to do all that was possible to restore life to the mangled forms of the two who loved when living, and in death were not divided.","The assembled family, who hastened to the bleeding victims of parental injustice, and endeavored to do all that was possible to restore life to the mangled forms of the two who loved when living witnessed the catastrophe, and in death were not divided.",-0.0020592093330549406,0.021912822159740126,-0.0044283855935776766,0.05822885993482254
"Whether he had been drawn to that place by some one of the many mystic influences moulding the fates of men, or because it happened to be on his usual way home, let students of psychology and topography decide.","Whether some one of the many mystic influences moulding the fates of men had drawn to that place him, or because it happened to be on his usual way home, let students of psychology and topography decide.",-0.0015697807753807162,-0.04611874413419062,-0.004956056765576678,-0.011373845770047386
Everything belonging to the Colonel is held in the utmost awe by the villagers.,The villagers hold in the utmost awe everything belonging to the colonel.,-0.0053774535504778525,0.09290045795279736,-0.0076991896204410566,0.041383409786986555
"He was informed by Mr. Tubbs that he would fall down dead, or else get killed by stones or clubs, with that thing in his head.","Mr. Tubbs informed him that he would fall down dead, or else get killed by stones or clubs, with that thing in his head.",-0.0021643245015054696,-0.01845665896741324,-0.00722389492076395,0.039184642467035846
"History has indeed been illustrated by American art, but has it been enriched?","American art indeed has illustrated history, but has it been enriched?",0.0021456490139496907,0.010410259196385465,-0.0005018472925666492,0.051556398883658795
